56876.0,22.5,45.2,1013.2,12.0
56877.0,23.3,46.1,1013.7,12.0
56878.0,20.8,43.9,1013.4,12.0
56879.0,21.1,44.7,1013.3,12.0
56880.0,23.6,44.6,1012.7,11.0
56881.0,22.3,46.4,1013.0,13.0
56882.0,22.2,45.2,1013.6,12.0
56883.0,21.6,46.1,1014.5,13.0
56884.0,22.3,45.7,1013.1,12.0
56885.0,23.1,46.0,1013.5,13.0
56886.0,22.0,45.0,1013.4,11.0
56887.0,20.9,44.3,1013.7,13.0
56888.0,21.3,44.2,1014.3,13.0
56889.0,23.1,46.3,1012.6,12.0
56890.0,21.4,44.0,1012.3,12.0
56891.0,22.6,44.6,1013.3,10.0
56892.0,21.6,44.6,1012.8,10.0
56893.0,23.5,45.7,1012.7,13.0
56894.0,23.6,44.8,1015.0,11.0
56895.0,23.2,44.7,1013.4,13.0
56896.0,21.0,44.2,1012.8,11.0
56897.0,21.2,44.5,1012.4,12.0
56898.0,23.0,45.5,1011.8,12.0
56899.0,22.5,45.0,1011.9,12.0
56900.0,22.8,45.3,1012.9,11.0
56901.0,21.1,44.7,1013.3,11.0
56902.0,20.1,44.7,1012.7,12.0
56903.0,21.8,45.3,1012.7,13.0
56904.0,21.4,45.6,1012.3,12.0
56905.0,22.7,45.0,1014.7,14.0
56906.0,22.6,43.9,1012.6,12.0
56907.0,23.2,46.2,1012.6,13.0
56908.0,21.3,44.5,1013.4,13.0
56909.0,21.8,45.1,1014.3,13.0
56910.0,21.1,44.2,1013.6,11.0
56911.0,21.5,44.5,1012.1,13.0
56912.0,22.7,44.5,1013.0,12.0
56913.0,22.8,44.8,1015.5,11.0
56914.0,23.2,46.6,1013.8,12.0
56915.0,22.1,46.0,1012.5,12.0
56916.0,22.2,44.5,1013.9,12.0
56917.0,22.2,43.3,1012.3,11.0
56918.0,24.5,45.0,1012.3,10.0
56919.0,23.1,44.5,1013.1,12.0
56920.0,22.9,45.6,1013.0,13.0
56921.0,22.0,45.8,1013.5,10.0
56922.0,23.0,45.6,1014.2,11.0
56923.0,23.4,43.8,1011.7,13.0
56924.0,21.9,45.2,1011.6,12.0
56925.0,22.0,43.5,1012.0,13.0
56926.0,22.9,45.1,1012.9,11.0
56927.0,22.4,44.8,1014.0,13.0
56928.0,21.7,45.4,1013.5,14.0
56929.0,22.7,44.9,1012.9,12.0
56930.0,20.3,44.7,1012.6,13.0
56931.0,22.0,44.7,1011.9,11.0
56932.0,23.2,43.8,1012.2,12.0
56933.0,22.7,45.9,1012.1,13.0
56934.0,23.1,44.6,1013.5,11.0
56935.0,22.4,43.6,1013.1,13.0
56936.0,22.2,45.7,1013.6,11.0
56937.0,23.3,45.6,1012.1,12.0
56938.0,21.8,44.3,1013.2,13.0
56939.0,22.3,45.9,1014.5,11.0
56940.0,20.4,45.4,1013.3,12.0
56941.0,22.8,44.4,1013.6,13.0
56942.0,22.1,46.1,1013.9,11.0
56943.0,21.7,44.6,1013.0,14.0
56944.0,23.5,44.4,1013.5,11.0
56945.0,21.5,45.5,1013.4,11.0
56946.0,22.0,45.0,1014.9,10.0
56947.0,23.7,46.8,1013.6,12.0
56948.0,20.2,44.8,1012.1,11.0
56949.0,23.9,44.9,1015.3,12.0
56950.0,21.4,46.2,1011.7,11.0
56951.0,23.2,44.6,1014.5,12.0
56952.0,22.8,45.4,1012.2,14.0
56953.0,22.6,43.7,1015.7,12.0
56954.0,21.9,45.2,1013.9,12.0
56955.0,21.8,44.2,1013.9,14.0
56956.0,21.1,43.8,1013.2,13.0
56957.0,23.3,44.1,1013.5,12.0
56958.0,22.0,43.5,1012.5,11.0
56959.0,21.9,46.1,1014.2,10.0
56960.0,22.1,44.4,1013.2,11.0
56961.0,22.0,45.1,1014.3,12.0
56962.0,22.0,44.8,1014.2,12.0
56963.0,23.4,45.4,1012.3,11.0
56964.0,23.2,44.3,1012.4,12.0
56965.0,21.5,46.3,1013.3,11.0
56966.0,22.5,44.9,1012.1,9.0
56967.0,22.2,47.7,1014.1,11.0
56968.0,25.0,42.9,1012.1,13.0
56969.0,22.7,44.0,1013.3,14.0
56970.0,21.2,43.2,1013.3,10.0
56971.0,23.4,43.5,1013.4,11.0
56972.0,21.6,44.0,1014.0,11.0
56973.0,20.7,44.0,1013.2,11.0
56974.0,22.1,44.7,1012.0,14.0
56975.0,23.5,45.8,1014.6,13.0
56976.0,21.6,46.2,1013.4,12.0
